"","run","condition","emo","cert","rt","trial","sub","acc","shock","control"
"303",5,"Controllable Perceptible",2,2,0,51,8,0,"Mild","Controllable"
"304",5,"Uncontrollable Perceptible",2,2,0,52,8,0,"Mild","Uncontrollable"
"305",5,"Uncontrollable Unpleasant",3,3,0,53,8,0,"Unpleasant","Uncontrollable"
"306",5,"Controllable Unpleasant",4,3,0.8808411,54,8,1,"Unpleasant","Controllable"
"307",5,"Controllable Perceptible",3,3,0.7984105,55,8,1,"Mild","Controllable"
"308",5,"Uncontrollable Perceptible",2,2,0,56,8,0,"Mild","Uncontrollable"
"309",5,"Controllable Unpleasant",4,4,0.8809972,57,8,1,"Unpleasant","Controllable"
"310",5,"Uncontrollable Perceptible",2,2,0,58,8,0,"Mild","Uncontrollable"
"311",5,"Uncontrollable Unpleasant",3,3,0,59,8,0,"Unpleasant","Uncontrollable"
"312",5,"Controllable Perceptible",3,3,0.7807147,60,8,1,"Mild","Controllable"
"313",6,"Controllable Perceptible",3,3,0.7805192,61,8,1,"Mild","Controllable"
"314",6,"Controllable Unpleasant",2,2,0,62,8,0,"Unpleasant","Controllable"
"315",6,"Uncontrollable Unpleasant",3,3,0.7639286,63,8,1,"Unpleasant","Uncontrollable"
"316",6,"Uncontrollable Perceptible",2,2,0.7480543,64,8,1,"Mild","Uncontrollable"
"317",6,"Controllable Unpleasant",4,4,0.7639175,65,8,1,"Unpleasant","Controllable"
"318",6,"Uncontrollable Unpleasant",3,3,0.8140376,66,8,1,"Unpleasant","Uncontrollable"
"319",6,"Controllable Perceptible",2,3,0.7978385,67,8,1,"Mild","Controllable"
"320",6,"Uncontrollable Perceptible",1,2,0,68,8,0,"Mild","Uncontrollable"
"321",6,"Controllable Perceptible",2,4,0,69,8,0,"Mild","Controllable"
"322",6,"Uncontrollable Unpleasant",3,3,0.8139002,70,8,1,"Unpleasant","Uncontrollable"
"323",6,"Uncontrollable Perceptible",1,3,0.7977925,71,8,1,"Mild","Uncontrollable"
"324",6,"Controllable Unpleasant",4,4,0,72,8,0,"Unpleasant","Controllable"
"325",7,"Controllable Unpleasant",4,3,0,73,8,0,"Unpleasant","Controllable"
"326",7,"Uncontrollable Perceptible",2,3,0,74,8,0,"Mild","Uncontrollable"
"327",7,"Controllable Perceptible",2,3,0.7467718,75,8,1,"Mild","Controllable"
"328",7,"Uncontrollable Unpleasant",4,3,0.8309189,76,8,1,"Unpleasant","Uncontrollable"
"329",7,"Uncontrollable Unpleasant",4,3,0.8310676,77,8,1,"Unpleasant","Uncontrollable"
"330",7,"Controllable Unpleasant",4,3,0.7474511,78,8,1,"Unpleasant","Controllable"
"331",7,"Uncontrollable Perceptible",1,3,0,79,8,0,"Mild","Uncontrollable"
"332",7,"Controllable Perceptible",3,3,0.9137162,80,8,1,"Mild","Controllable"
"333",7,"Controllable Perceptible",3,2,0.7312428,81,8,1,"Mild","Controllable"
"334",7,"Uncontrollable Perceptible",2,2,0.7973679,82,8,1,"Mild","Uncontrollable"
"335",7,"Controllable Unpleasant",4,4,0.7976915,83,8,1,"Unpleasant","Controllable"
"336",7,"Uncontrollable Unpleasant",4,4,0.7810623,84,8,1,"Unpleasant","Uncontrollable"
"337",4,"Uncontrollable Perceptible",0,3,0,1,10,0,"Mild","Uncontrollable"
"338",4,"Uncontrollable Unpleasant",0,4,0,2,10,0,"Unpleasant","Uncontrollable"
"339",4,"Controllable Unpleasant",1,4,0.8296762,3,10,1,"Unpleasant","Controllable"
"340",4,"Controllable Perceptible",2,3,0,4,10,0,"Mild","Controllable"
"341",4,"Controllable Unpleasant",1,4,0.8131775,5,10,1,"Unpleasant","Controllable"
"342",4,"Controllable Perceptible",1,4,0.9133101,6,10,1,"Mild","Controllable"
"343",4,"Uncontrollable Perceptible",2,3,0,7,10,0,"Mild","Uncontrollable"
"344",4,"Uncontrollable Unpleasant",3,3,0,8,10,0,"Unpleasant","Uncontrollable"
"345",4,"Uncontrollable Unpleasant",0,3,0,9,10,0,"Unpleasant","Uncontrollable"
"346",4,"Controllable Perceptible",1,3,0.8304439,10,10,1,"Mild","Controllable"
"347",4,"Uncontrollable Perceptible",1,3,0,11,10,0,"Mild","Uncontrollable"
"348",4,"Controllable Unpleasant",1,4,0.8298282,12,10,1,"Unpleasant","Controllable"
"349",5,"Uncontrollable Unpleasant",0,3,0,13,10,0,"Unpleasant","Uncontrollable"
"350",5,"Controllable Unpleasant",3,4,0,14,10,0,"Unpleasant","Controllable"
"351",5,"Controllable Perceptible",2,4,0,15,10,0,"Mild","Controllable"
"352",5,"Uncontrollable Perceptible",0,3,0,16,10,0,"Mild","Uncontrollable"
"353",5,"Uncontrollable Perceptible",0,4,0,17,10,0,"Mild","Uncontrollable"
"354",5,"Controllable Unpleasant",1,3,0.9295635,18,10,1,"Unpleasant","Controllable"
"355",5,"Uncontrollable Unpleasant",0,3,0,19,10,0,"Unpleasant","Uncontrollable"
"356",5,"Controllable Perceptible",2,3,0,20,10,0,"Mild","Controllable"
"357",5,"Controllable Unpleasant",1,3,0.8467071,21,10,1,"Unpleasant","Controllable"
"358",5,"Uncontrollable Unpleasant",0,4,0,22,10,0,"Unpleasant","Uncontrollable"
"359",5,"Controllable Perceptible",2,3,0,23,10,0,"Mild","Controllable"
"360",5,"Uncontrollable Perceptible",2,3,0,24,10,0,"Mild","Uncontrollable"
"361",6,"Uncontrollable Perceptible",0,3,0,25,10,0,"Mild","Uncontrollable"
"362",6,"Uncontrollable Unpleasant",0,3,0,26,10,0,"Unpleasant","Uncontrollable"
"363",6,"Controllable Unpleasant",1,3,0.8459191,27,10,1,"Unpleasant","Controllable"
"364",6,"Controllable Perceptible",2,3,0,28,10,0,"Mild","Controllable"
"365",6,"Uncontrollable Unpleasant",0,4,0,29,10,0,"Unpleasant","Uncontrollable"
"366",6,"Controllable Perceptible",1,4,0.7962609,30,10,1,"Mild","Controllable"
"367",6,"Uncontrollable Perceptible",0,3,0,31,10,0,"Mild","Uncontrollable"
"368",6,"Controllable Unpleasant",1,3,0.8300807,32,10,1,"Unpleasant","Controllable"
"369",6,"Uncontrollable Unpleasant",0,4,0,33,10,0,"Unpleasant","Uncontrollable"
"370",6,"Controllable Unpleasant",3,4,0,34,10,0,"Unpleasant","Controllable"
"371",6,"Uncontrollable Perceptible",0,4,0,35,10,0,"Mild","Uncontrollable"
"372",6,"Controllable Perceptible",1,4,0.7965255,36,10,1,"Mild","Controllable"
"373",7,"Controllable Unpleasant",3,4,0,37,10,0,"Unpleasant","Controllable"
"374",7,"Controllable Perceptible",2,3,0,38,10,0,"Mild","Controllable"
"375",7,"Uncontrollable Unpleasant",0,4,0,39,10,0,"Unpleasant","Uncontrollable"
"376",7,"Uncontrollable Perceptible",2,4,0,40,10,0,"Mild","Uncontrollable"
"377",7,"Controllable Unpleasant",3,4,0,41,10,0,"Unpleasant","Controllable"
"378",7,"Uncontrollable Unpleasant",3,4,0,42,10,0,"Unpleasant","Uncontrollable"
"379",7,"Uncontrollable Perceptible",0,3,0,43,10,0,"Mild","Uncontrollable"
"380",7,"Controllable Perceptible",1,4,0.8631292,44,10,1,"Mild","Controllable"
"381",7,"Controllable Perceptible",2,3,0,45,10,0,"Mild","Controllable"
"382",7,"Controllable Unpleasant",1,4,0.8463134,46,10,1,"Unpleasant","Controllable"
"383",7,"Uncontrollable Perceptible",0,4,0,47,10,0,"Mild","Uncontrollable"
"384",7,"Uncontrollable Unpleasant",3,3,0,48,10,0,"Unpleasant","Uncontrollable"
"385",1,"Uncontrollable Unpleasant",2,3,0,1,11,0,"Unpleasant","Uncontrollable"
"386",1,"Controllable Unpleasant",2,2,0,2,11,0,"Unpleasant","Controllable"
"387",1,"Controllable Perceptible",2,3,0,3,11,0,"Mild","Controllable"
"388",1,"Uncontrollable Perceptible",2,3,0,4,11,0,"Mild","Uncontrollable"
"389",1,"Controllable Unpleasant",3,3,0,5,11,0,"Unpleasant","Controllable"
"390",1,"Controllable Perceptible",2,3,0,6,11,0,"Mild","Controllable"
"391",1,"Uncontrollable Unpleasant",2,2,0,7,11,0,"Unpleasant","Uncontrollable"
"392",1,"Uncontrollable Perceptible",2,2,0,8,11,0,"Mild","Uncontrollable"
"393",1,"Controllable Perceptible",0,3,0,9,11,0,"Mild","Controllable"
"394",1,"Controllable Unpleasant",3,2,0.9294799,10,11,1,"Unpleasant","Controllable"
"395",1,"Uncontrollable Perceptible",2,3,0,11,11,0,"Mild","Uncontrollable"
"396",1,"Uncontrollable Unpleasant",3,2,0,12,11,0,"Unpleasant","Uncontrollable"
"397",2,"Controllable Perceptible",2,3,0.9455942,13,11,1,"Mild","Controllable"
"398",2,"Uncontrollable Unpleasant",3,3,0,14,11,0,"Unpleasant","Uncontrollable"
"399",2,"Uncontrollable Perceptible",4,2,0.9285675,15,11,1,"Mild","Uncontrollable"
"400",2,"Controllable Unpleasant",3,2,0,16,11,0,"Unpleasant","Controllable"
"401",2,"Controllable Perceptible",2,3,0,17,11,0,"Mild","Controllable"
"402",2,"Controllable Unpleasant",4,3,0.9458579,18,11,1,"Unpleasant","Controllable"
"403",2,"Uncontrollable Unpleasant",3,3,0,19,11,0,"Unpleasant","Uncontrollable"
"404",2,"Uncontrollable Perceptible",2,3,0,20,11,0,"Mild","Uncontrollable"
"405",2,"Uncontrollable Unpleasant",3,3,0,21,11,0,"Unpleasant","Uncontrollable"
"406",2,"Controllable Perceptible",2,3,0,22,11,0,"Mild","Controllable"
"407",2,"Controllable Unpleasant",3,3,0.9461238,23,11,1,"Unpleasant","Controllable"
"408",2,"Uncontrollable Perceptible",2,3,0,24,11,0,"Mild","Uncontrollable"
"409",3,"Controllable Unpleasant",3,3,0,25,11,0,"Unpleasant","Controllable"
"410",3,"Uncontrollable Perceptible",2,3,0,26,11,0,"Mild","Uncontrollable"
"411",3,"Uncontrollable Unpleasant",3,2,0,27,11,0,"Unpleasant","Uncontrollable"
"412",3,"Controllable Perceptible",3,3,0,28,11,0,"Mild","Controllable"
"413",3,"Controllable Unpleasant",3,3,0.8627929,29,11,1,"Unpleasant","Controllable"
"414",3,"Controllable Perceptible",3,3,0,30,11,0,"Mild","Controllable"
"415",3,"Uncontrollable Perceptible",2,3,0,31,11,0,"Mild","Uncontrollable"
"416",3,"Uncontrollable Unpleasant",3,3,0,32,11,0,"Unpleasant","Uncontrollable"
"417",3,"Controllable Unpleasant",3,3,0,33,11,0,"Unpleasant","Controllable"
"418",3,"Uncontrollable Unpleasant",3,3,0,34,11,0,"Unpleasant","Uncontrollable"
"419",3,"Controllable Perceptible",2,3,0,35,11,0,"Mild","Controllable"
"420",3,"Uncontrollable Perceptible",3,3,0,36,11,0,"Mild","Uncontrollable"
"421",4,"Uncontrollable Perceptible",2,3,0,37,11,0,"Mild","Uncontrollable"
"422",4,"Controllable Perceptible",3,3,0,38,11,0,"Mild","Controllable"
"423",4,"Controllable Unpleasant",3,3,0,39,11,0,"Unpleasant","Controllable"
"424",4,"Uncontrollable Unpleasant",3,2,0,40,11,0,"Unpleasant","Uncontrollable"
"425",4,"Controllable Unpleasant",2,2,0.7631789,41,11,1,"Unpleasant","Controllable"
"426",4,"Uncontrollable Perceptible",3,3,0,42,11,0,"Mild","Uncontrollable"
"427",4,"Controllable Perceptible",3,3,0,43,11,0,"Mild","Controllable"
"428",4,"Uncontrollable Unpleasant",3,3,0,44,11,0,"Unpleasant","Uncontrollable"
"429",4,"Uncontrollable Perceptible",3,3,0,45,11,0,"Mild","Uncontrollable"
"430",4,"Controllable Unpleasant",3,3,0,46,11,0,"Unpleasant","Controllable"
"431",4,"Controllable Perceptible",3,3,0,47,11,0,"Mild","Controllable"
"432",4,"Uncontrollable Unpleasant",2,3,0,48,11,0,"Unpleasant","Uncontrollable"
"433",5,"Controllable Unpleasant",3,3,0,49,11,0,"Unpleasant","Controllable"
"434",5,"Uncontrollable Perceptible",3,3,0.896708,50,11,1,"Mild","Uncontrollable"
"435",5,"Controllable Perceptible",3,3,0.8791357,51,11,1,"Mild","Controllable"
"436",5,"Uncontrollable Unpleasant",3,3,0.8295369,52,11,1,"Unpleasant","Uncontrollable"
"437",5,"Controllable Perceptible",3,3,0,53,11,0,"Mild","Controllable"
"438",5,"Uncontrollable Unpleasant",3,3,0.8638523,54,11,1,"Unpleasant","Uncontrollable"
"439",5,"Uncontrollable Perceptible",4,3,0,55,11,0,"Mild","Uncontrollable"
"440",5,"Controllable Unpleasant",4,3,0,56,11,0,"Unpleasant","Controllable"
"441",5,"Controllable Unpleasant",3,3,0,57,11,0,"Unpleasant","Controllable"
"442",5,"Uncontrollable Unpleasant",3,2,0.8966132,58,11,1,"Unpleasant","Uncontrollable"
"443",5,"Controllable Perceptible",3,3,0,59,11,0,"Mild","Controllable"
"444",5,"Uncontrollable Perceptible",2,2,0,60,11,0,"Mild","Uncontrollable"
"445",6,"Controllable Perceptible",2,3,0,61,11,0,"Mild","Controllable"
"446",6,"Uncontrollable Perceptible",2,3,0,62,11,0,"Mild","Uncontrollable"
"447",6,"Uncontrollable Unpleasant",3,3,0,63,11,0,"Unpleasant","Uncontrollable"
"448",6,"Controllable Unpleasant",3,3,0,64,11,0,"Unpleasant","Controllable"
"449",6,"Controllable Unpleasant",4,3,0,65,11,0,"Unpleasant","Controllable"
"450",6,"Uncontrollable Perceptible",2,3,0,66,11,0,"Mild","Uncontrollable"
"451",6,"Uncontrollable Unpleasant",3,3,0.8291911,67,11,1,"Unpleasant","Uncontrollable"
"452",6,"Controllable Perceptible",3,3,0,68,11,0,"Mild","Controllable"
"453",6,"Controllable Perceptible",3,3,0,69,11,0,"Mild","Controllable"
"454",6,"Uncontrollable Perceptible",2,3,0,70,11,0,"Mild","Uncontrollable"
"455",6,"Uncontrollable Unpleasant",3,3,0,71,11,0,"Unpleasant","Uncontrollable"
"456",6,"Controllable Unpleasant",3,3,0,72,11,0,"Unpleasant","Controllable"
"457",7,"Controllable Unpleasant",3,3,0,73,11,0,"Unpleasant","Controllable"
"458",7,"Controllable Perceptible",3,3,0,74,11,0,"Mild","Controllable"
"459",7,"Uncontrollable Perceptible",2,3,0,75,11,0,"Mild","Uncontrollable"
"460",7,"Uncontrollable Unpleasant",3,3,0,76,11,0,"Unpleasant","Uncontrollable"
"461",7,"Uncontrollable Perceptible",3,3,0,77,11,0,"Mild","Uncontrollable"
"462",7,"Controllable Perceptible",3,3,0,78,11,0,"Mild","Controllable"
"463",7,"Uncontrollable Unpleasant",3,3,0,79,11,0,"Unpleasant","Uncontrollable"
"464",7,"Controllable Unpleasant",4,3,0,80,11,0,"Unpleasant","Controllable"
"465",7,"Uncontrollable Perceptible",2,3,0,81,11,0,"Mild","Uncontrollable"
"466",7,"Controllable Unpleasant",2,2,0,82,11,0,"Unpleasant","Controllable"
"467",7,"Uncontrollable Unpleasant",3,3,0,83,11,0,"Unpleasant","Uncontrollable"
"468",7,"Controllable Perceptible",3,3,0,84,11,0,"Mild","Controllable"
"469",1,"Controllable Perceptible",0,3,0,1,15,0,"Mild","Controllable"
"470",1,"Controllable Unpleasant",2,3,0.864441,2,15,1,"Unpleasant","Controllable"
"471",1,"Uncontrollable Unpleasant",2,3,0,3,15,0,"Unpleasant","Uncontrollable"
"472",1,"Uncontrollable Perceptible",1,4,0,4,15,0,"Mild","Uncontrollable"
"473",1,"Uncontrollable Unpleasant",2,4,0.9641826,5,15,1,"Unpleasant","Uncontrollable"
"474",1,"Controllable Unpleasant",0,0,0,6,15,0,"Unpleasant","Controllable"
"475",1,"Controllable Perceptible",1,4,0.7978358,7,15,1,"Mild","Controllable"
"476",1,"Uncontrollable Perceptible",1,3,0.8646282,8,15,1,"Mild","Uncontrollable"
"477",1,"Uncontrollable Unpleasant",2,4,0.8645958,9,15,1,"Unpleasant","Uncontrollable"
"478",1,"Controllable Unpleasant",2,4,0.9313474,10,15,1,"Unpleasant","Controllable"
"479",1,"Uncontrollable Perceptible",1,4,0.948286,11,15,1,"Mild","Uncontrollable"
"480",1,"Controllable Perceptible",2,4,0.9476011,12,15,1,"Mild","Controllable"
"481",2,"Uncontrollable Perceptible",1,4,0,13,15,0,"Mild","Uncontrollable"
"482",2,"Uncontrollable Unpleasant",2,4,0,14,15,0,"Unpleasant","Uncontrollable"
"483",2,"Controllable Unpleasant",2,4,0,15,15,0,"Unpleasant","Controllable"
"484",2,"Controllable Perceptible",1,3,0,16,15,0,"Mild","Controllable"
"485",2,"Controllable Perceptible",2,4,0.8815245,17,15,1,"Mild","Controllable"
"486",2,"Controllable Unpleasant",2,4,0.8811696,18,15,1,"Unpleasant","Controllable"
"487",2,"Uncontrollable Perceptible",1,4,0.9145981,19,15,1,"Mild","Uncontrollable"
"488",2,"Uncontrollable Unpleasant",2,4,0,20,15,0,"Unpleasant","Uncontrollable"
"489",2,"Controllable Unpleasant",2,4,0.7980743,21,15,1,"Unpleasant","Controllable"
"490",2,"Controllable Perceptible",1,4,0.8307443,22,15,1,"Mild","Controllable"
"491",2,"Uncontrollable Unpleasant",2,4,0.8977363,23,15,1,"Unpleasant","Uncontrollable"
"492",2,"Uncontrollable Perceptible",2,4,0.8148999,24,15,1,"Mild","Uncontrollable"
"493",3,"Uncontrollable Unpleasant",2,4,0,25,15,0,"Unpleasant","Uncontrollable"
"494",3,"Uncontrollable Perceptible",1,4,0.7478418,26,15,1,"Mild","Uncontrollable"
"495",3,"Controllable Unpleasant",3,3,0.8306502,27,15,1,"Unpleasant","Controllable"
"496",3,"Controllable Perceptible",1,4,0,28,15,0,"Mild","Controllable"
"497",3,"Uncontrollable Unpleasant",2,4,0.797609,29,15,1,"Unpleasant","Uncontrollable"
"498",3,"Controllable Perceptible",1,4,0.864509,30,15,1,"Mild","Controllable"
"499",3,"Uncontrollable Perceptible",1,4,0,31,15,0,"Mild","Uncontrollable"
"500",3,"Controllable Unpleasant",3,4,0.8467195,32,15,1,"Unpleasant","Controllable"
"501",3,"Controllable Perceptible",1,4,0.8131982,33,15,1,"Mild","Controllable"
"502",3,"Uncontrollable Unpleasant",2,4,0.7805264,34,15,1,"Unpleasant","Uncontrollable"
"503",3,"Controllable Unpleasant",3,4,0.7971637,35,15,1,"Unpleasant","Controllable"
"504",3,"Uncontrollable Perceptible",1,4,0.8647326,36,15,1,"Mild","Uncontrollable"
"505",4,"Uncontrollable Perceptible",1,4,0,37,15,0,"Mild","Uncontrollable"
"506",4,"Controllable Unpleasant",3,4,0.8807345,38,15,1,"Unpleasant","Controllable"
"507",4,"Controllable Perceptible",1,2,0.7984972,39,15,1,"Mild","Controllable"
"508",4,"Uncontrollable Unpleasant",2,4,0,40,15,0,"Unpleasant","Uncontrollable"
"509",4,"Controllable Unpleasant",3,4,0.7642792,41,15,1,"Unpleasant","Controllable"
"510",4,"Uncontrollable Unpleasant",2,4,0.7965977,42,15,1,"Unpleasant","Uncontrollable"
"511",4,"Controllable Perceptible",1,0,0,43,15,0,"Mild","Controllable"
"512",4,"Uncontrollable Perceptible",1,3,0.9144967,44,15,1,"Mild","Uncontrollable"
"513",4,"Uncontrollable Unpleasant",3,2,0.7648163,45,15,1,"Unpleasant","Uncontrollable"
"514",4,"Controllable Unpleasant",3,4,0.8801143,46,15,1,"Unpleasant","Controllable"
"515",4,"Controllable Perceptible",0,4,0.8978704,47,15,1,"Mild","Controllable"
"516",4,"Uncontrollable Perceptible",1,3,0.8813381,48,15,1,"Mild","Uncontrollable"
"517",5,"Uncontrollable Unpleasant",2,4,0,49,15,0,"Unpleasant","Uncontrollable"
"518",5,"Controllable Unpleasant",3,2,0,50,15,0,"Unpleasant","Controllable"
"519",5,"Controllable Perceptible",1,3,0.8643065,51,15,1,"Mild","Controllable"
"520",5,"Uncontrollable Perceptible",1,4,0.8307329,52,15,1,"Mild","Uncontrollable"
"521",5,"Controllable Unpleasant",3,4,0.7806411,53,15,1,"Unpleasant","Controllable"
"522",5,"Uncontrollable Perceptible",1,3,0,54,15,0,"Mild","Uncontrollable"
"523",5,"Controllable Perceptible",1,3,0,55,15,0,"Mild","Controllable"
"524",5,"Uncontrollable Unpleasant",2,0,0.581272,56,15,1,"Unpleasant","Uncontrollable"
"525",5,"Uncontrollable Unpleasant",2,0,0.9137273,57,15,1,"Unpleasant","Uncontrollable"
"526",5,"Uncontrollable Perceptible",1,0,0,58,15,0,"Mild","Uncontrollable"
"527",5,"Controllable Perceptible",0,1,0,59,15,0,"Mild","Controllable"
"528",5,"Controllable Unpleasant",3,4,0.8480476,60,15,1,"Unpleasant","Controllable"
"529",6,"Controllable Unpleasant",3,4,0,61,15,0,"Unpleasant","Controllable"
"530",6,"Uncontrollable Perceptible",1,4,0,62,15,0,"Mild","Uncontrollable"
"531",6,"Controllable Perceptible",1,4,0.8142781,63,15,1,"Mild","Controllable"
"532",6,"Uncontrollable Unpleasant",2,0,0.8647363,64,15,1,"Unpleasant","Uncontrollable"
"533",6,"Controllable Unpleasant",3,4,0.9475758,65,15,1,"Unpleasant","Controllable"
"534",6,"Uncontrollable Perceptible",4,1,0.7643241,66,15,1,"Mild","Uncontrollable"
"535",6,"Uncontrollable Unpleasant",3,3,0.7312948,67,15,1,"Unpleasant","Uncontrollable"
"536",6,"Controllable Perceptible",1,4,0.848058,68,15,1,"Mild","Controllable"
"537",6,"Controllable Unpleasant",3,0,0.947978,69,15,1,"Unpleasant","Controllable"
"538",6,"Uncontrollable Perceptible",3,3,0,70,15,0,"Mild","Uncontrollable"
"539",6,"Uncontrollable Unpleasant",2,4,0.8482446,71,15,1,"Unpleasant","Uncontrollable"
"540",6,"Controllable Perceptible",1,3,0.8308729,72,15,1,"Mild","Controllable"
"541",7,"Uncontrollable Perceptible",1,4,0,73,15,0,"Mild","Uncontrollable"
"542",7,"Controllable Perceptible",2,3,0,74,15,0,"Mild","Controllable"
"543",7,"Controllable Unpleasant",3,4,0.8136072,75,15,1,"Unpleasant","Controllable"
"544",7,"Uncontrollable Unpleasant",3,3,0,76,15,0,"Unpleasant","Uncontrollable"
"545",7,"Controllable Perceptible",2,2,0,77,15,0,"Mild","Controllable"
"546",7,"Uncontrollable Unpleasant",3,3,0,78,15,0,"Unpleasant","Uncontrollable"
"547",7,"Controllable Unpleasant",3,4,0.8305349,79,15,1,"Unpleasant","Controllable"
"548",7,"Uncontrollable Perceptible",1,3,0.8299558,80,15,1,"Mild","Uncontrollable"
"549",7,"Uncontrollable Perceptible",1,0,0,81,15,0,"Mild","Uncontrollable"
"550",7,"Controllable Unpleasant",3,4,0.8139424,82,15,1,"Unpleasant","Controllable"
"551",7,"Controllable Perceptible",2,4,0,83,15,0,"Mild","Controllable"
"552",7,"Uncontrollable Unpleasant",2,4,0.847654,84,15,1,"Unpleasant","Uncontrollable"
"553",1,"Controllable Perceptible",2,4,0,1,16,0,"Mild","Controllable"
"554",1,"Controllable Unpleasant",0,3,0.9311763,2,16,1,"Unpleasant","Controllable"
"555",1,"Uncontrollable Perceptible",1,3,0.8812801,3,16,1,"Mild","Uncontrollable"
"556",1,"Uncontrollable Unpleasant",3,3,0.8970359,4,16,1,"Unpleasant","Uncontrollable"
"557",1,"Uncontrollable Unpleasant",2,3,0.8644663,5,16,1,"Unpleasant","Uncontrollable"
"558",1,"Controllable Perceptible",1,3,0,6,16,0,"Mild","Controllable"
"559",1,"Uncontrollable Perceptible",1,2,0.8973586,7,16,1,"Mild","Uncontrollable"
"560",1,"Controllable Unpleasant",3,3,0,8,16,0,"Unpleasant","Controllable"
"561",1,"Controllable Unpleasant",3,4,0.9311711,9,16,1,"Unpleasant","Controllable"
"562",1,"Controllable Perceptible",1,4,0.8808965,10,16,1,"Mild","Controllable"
"563",1,"Uncontrollable Unpleasant",3,3,0.763899,11,16,1,"Unpleasant","Uncontrollable"
"564",1,"Uncontrollable Perceptible",1,3,0,12,16,0,"Mild","Uncontrollable"
"565",2,"Uncontrollable Perceptible",1,4,0,13,16,0,"Mild","Uncontrollable"
"566",2,"Uncontrollable Unpleasant",2,4,0.8647535,14,16,1,"Unpleasant","Uncontrollable"
"567",2,"Controllable Unpleasant",3,4,0.7810359,15,16,1,"Unpleasant","Controllable"
"568",2,"Controllable Perceptible",2,3,0,16,16,0,"Mild","Controllable"
"569",2,"Uncontrollable Perceptible",1,4,0.9147521,17,16,1,"Mild","Uncontrollable"
"570",2,"Controllable Perceptible",1,4,0.8487045,18,16,1,"Mild","Controllable"
"571",2,"Uncontrollable Unpleasant",3,3,0,19,16,0,"Unpleasant","Uncontrollable"
"572",2,"Controllable Unpleasant",3,4,0,20,16,0,"Unpleasant","Controllable"
"573",2,"Uncontrollable Perceptible",1,4,0.8138729,21,16,1,"Mild","Uncontrollable"
